"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","prop.sig.genes"
"1","LOC111099603","GO:0006623","protein targeting to vacuole",21,4,0.84,0.00884,"Biological Processes",0.19047619047619
"2","LOC111099657","GO:0006086","acetyl-CoA biosynthetic process from pyruvate",4,2,0.16,0.0091,"Biological Processes",0.5
"3","LOC111100355","GO:0002184","cytoplasmic translational termination",1,1,0.04,0.04003,"Biological Processes",1
"4","LOC111100413","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"5","LOC111100413","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"6","LOC111100548","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"7","LOC111100548","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"8","LOC111100548","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"9","LOC111100582","GO:0033169","histone H3-K9 demethylation",1,1,0.04,0.04003,"Biological Processes",1
"10","LOC111100671","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"11","LOC111100671","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"12","LOC111100765","GO:0045104","intermediate filament cytoskeleton organization",4,2,0.16,0.0091,"Biological Processes",0.5
"13","LOC111100768","GO:1901006","ubiquinone-6 biosynthetic process",1,1,0.04,0.04003,"Biological Processes",1
"14","LOC111100924","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"15","LOC111100924","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"16","LOC111100924","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"17","LOC111100946","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"18","LOC111100946","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"19","LOC111100977","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"20","LOC111100977","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"21","LOC111101040","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"22","LOC111101040","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"23","LOC111101040","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"24","LOC111101112","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"25","LOC111101112","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"26","LOC111101112","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"27","LOC111101725","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"28","LOC111101725","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"29","LOC111101817","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"30","LOC111101817","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"31","LOC111101852","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"32","LOC111101852","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"33","LOC111101853","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"34","LOC111101853","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"35","LOC111101853","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"36","LOC111101860","GO:0042273","ribosomal large subunit biogenesis",58,14,2.32,2e-06,"Biological Processes",0.241379310344828
"37","LOC111102426","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",16,5,0.64,0.00031,"Biological Processes",0.3125
"38","LOC111102426","GO:0006376","mRNA splice site selection",13,5,0.52,0.00044,"Biological Processes",0.384615384615385
"39","LOC111102683","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"40","LOC111102683","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"41","LOC111103765","GO:0050821","protein stabilization",11,3,0.44,0.00828,"Biological Processes",0.272727272727273
"42","LOC111104368","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"43","LOC111104380","GO:0042274","ribosomal small subunit biogenesis",71,8,2.84,0.02132,"Biological Processes",0.112676056338028
"44","LOC111104407","GO:0006880","intracellular sequestering of iron ion",4,2,0.16,0.0091,"Biological Processes",0.5
"45","LOC111104490","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"46","LOC111104490","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"47","LOC111104490","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"48","LOC111104688","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"49","LOC111105476","GO:0051045","negative regulation of membrane protein ectodomain proteolysis",34,4,1.36,0.04561,"Biological Processes",0.117647058823529
"50","LOC111105616","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"51","LOC111105616","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"52","LOC111105834","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"53","LOC111105845","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"54","LOC111105845","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"55","LOC111106458","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"56","LOC111106879","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"57","LOC111106879","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"58","LOC111107021","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"59","LOC111107021","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"60","LOC111107274","GO:1990547","mitochondrial phosphate ion transmembrane transport",1,1,0.04,0.04003,"Biological Processes",1
"61","LOC111107786","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"62","LOC111107786","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"63","LOC111107816","GO:0033211","adiponectin-activated signaling pathway",1,1,0.04,0.04003,"Biological Processes",1
"64","LOC111107875","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"65","LOC111107875","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"66","LOC111107875","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"67","LOC111107933","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"68","LOC111107933","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"69","LOC111107933","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"70","LOC111108200","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"71","LOC111108202","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"72","LOC111108202","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"73","LOC111108653","GO:0032486","Rap protein signal transduction",3,2,0.12,0.00467,"Biological Processes",0.666666666666667
"74","LOC111108653","GO:0032486","Rap protein signal transduction",3,2,0.12,0.00467,"Biological Processes",0.666666666666667
"75","LOC111108653","GO:0071320","cellular response to cAMP",2,2,0.08,0.0016,"Biological Processes",1
"76","LOC111108653","GO:2000301","negative regulation of synaptic vesicle exocytosis",2,2,0.08,0.0016,"Biological Processes",1
"77","LOC111108725","GO:0051045","negative regulation of membrane protein ectodomain proteolysis",34,4,1.36,0.04561,"Biological Processes",0.117647058823529
"78","LOC111109639","GO:0000387","spliceosomal snRNP assembly",29,4,1.16,0.02728,"Biological Processes",0.137931034482759
"79","LOC111110549","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"80","LOC111110549","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"81","LOC111110549","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"82","LOC111110601","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"83","LOC111110733","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"84","LOC111110733","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"85","LOC111110868","GO:0043113","receptor clustering",4,2,0.16,0.0091,"Biological Processes",0.5
"86","LOC111111438","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"87","LOC111111438","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"88","LOC111111461","GO:0051045","negative regulation of membrane protein ectodomain proteolysis",34,4,1.36,0.04561,"Biological Processes",0.117647058823529
"89","LOC111111599","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",16,5,0.64,0.00031,"Biological Processes",0.3125
"90","LOC111111599","GO:0006376","mRNA splice site selection",13,5,0.52,0.00044,"Biological Processes",0.384615384615385
"91","LOC111112304","GO:0006509","membrane protein ectodomain proteolysis",54,8,2.16,0.00727,"Biological Processes",0.148148148148148
"92","LOC111112645","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c",8,2,0.32,0.03816,"Biological Processes",0.25
"93","LOC111112645","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",7,3,0.28,0.00198,"Biological Processes",0.428571428571429
"94","LOC111113124","GO:0006623","protein targeting to vacuole",21,4,0.84,0.00884,"Biological Processes",0.19047619047619
"95","LOC111113124","GO:0034058","endosomal vesicle fusion",5,2,0.2,0.01476,"Biological Processes",0.4
"96","LOC111113124","GO:0034058","endosomal vesicle fusion",5,2,0.2,0.01476,"Biological Processes",0.4
"97","LOC111113163","GO:0045216","cell-cell junction organization",9,3,0.36,0.0016,"Biological Processes",0.333333333333333
"98","LOC111113296","GO:1904684","negative regulation of metalloendopeptidase activity",1,1,0.04,0.04003,"Biological Processes",1
"99","LOC111114183","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"100","LOC111114183","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"101","LOC111114183","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"102","LOC111114460","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"103","LOC111114460","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"104","LOC111114460","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"105","LOC111115040","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"106","LOC111115588","GO:0051045","negative regulation of membrane protein ectodomain proteolysis",34,4,1.36,0.04561,"Biological Processes",0.117647058823529
"107","LOC111116974","GO:0032780","negative regulation of ATPase activity",1,1,0.04,0.04003,"Biological Processes",1
"108","LOC111117423","GO:0006509","membrane protein ectodomain proteolysis",54,8,2.16,0.00727,"Biological Processes",0.148148148148148
"109","LOC111117731","GO:0006509","membrane protein ectodomain proteolysis",54,8,2.16,0.00727,"Biological Processes",0.148148148148148
"110","LOC111117735","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"111","LOC111117735","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"112","LOC111117735","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"113","LOC111117739","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"114","LOC111117739","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"115","LOC111117739","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"116","LOC111117740","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"117","LOC111117740","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"118","LOC111117740","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"119","LOC111117749","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"120","LOC111117749","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"121","LOC111117749","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"122","LOC111117762","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"123","LOC111117762","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"124","LOC111117762","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"125","LOC111118435","GO:0032956","regulation of actin cytoskeleton organization",75,8,3,0.02133,"Biological Processes",0.106666666666667
"126","LOC111119568","GO:0002092","positive regulation of receptor internalization",1,1,0.04,0.04003,"Biological Processes",1
"127","LOC111119568","GO:0043113","receptor clustering",4,2,0.16,0.0091,"Biological Processes",0.5
"128","LOC111119568","GO:0097062","dendritic spine maintenance",1,1,0.04,0.04003,"Biological Processes",1
"129","LOC111119576","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"130","LOC111119576","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"131","LOC111119662","GO:0050821","protein stabilization",11,3,0.44,0.00828,"Biological Processes",0.272727272727273
"132","LOC111119745","GO:0000027","ribosomal large subunit assembly",19,3,0.76,0.03836,"Biological Processes",0.157894736842105
"133","LOC111119745","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"134","LOC111119745","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"135","LOC111120087","GO:0042273","ribosomal large subunit biogenesis",58,14,2.32,2e-06,"Biological Processes",0.241379310344828
"136","LOC111120662","GO:0072344","rescue of stalled ribosome",6,3,0.24,0.00117,"Biological Processes",0.5
"137","LOC111120664","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"138","LOC111120897","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"139","LOC111120952","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"140","LOC111121005","GO:0048203","vesicle targeting, trans-Golgi to endosome",1,1,0.04,0.04003,"Biological Processes",1
"141","LOC111121005","GO:0048203","vesicle targeting, trans-Golgi to endosome",1,1,0.04,0.04003,"Biological Processes",1
"142","LOC111121210","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"143","LOC111121370","GO:0072344","rescue of stalled ribosome",6,3,0.24,0.00117,"Biological Processes",0.5
"144","LOC111121380","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase",5,2,0.2,0.01476,"Biological Processes",0.4
"145","LOC111121601","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"146","LOC111121601","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"147","LOC111121712","GO:0032956","regulation of actin cytoskeleton organization",75,8,3,0.02133,"Biological Processes",0.106666666666667
"148","LOC111121745","GO:0006376","mRNA splice site selection",13,5,0.52,0.00044,"Biological Processes",0.384615384615385
"149","LOC111121745","GO:0006376","mRNA splice site selection",13,5,0.52,0.00044,"Biological Processes",0.384615384615385
"150","LOC111122316","GO:0036371","protein localization to T-tubule",1,1,0.04,0.04003,"Biological Processes",1
"151","LOC111122316","GO:0055117","regulation of cardiac muscle contraction",1,1,0.04,0.04003,"Biological Processes",1
"152","LOC111122437","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",16,5,0.64,0.00031,"Biological Processes",0.3125
"153","LOC111123188","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"154","LOC111123188","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"155","LOC111123735","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"156","LOC111123994","GO:0010608","posttranscriptional regulation of gene expression",379,31,15.17,0.039,"Biological Processes",0.0817941952506596
"157","LOC111124014","GO:0006623","protein targeting to vacuole",21,4,0.84,0.00884,"Biological Processes",0.19047619047619
"158","LOC111124014","GO:0034058","endosomal vesicle fusion",5,2,0.2,0.01476,"Biological Processes",0.4
"159","LOC111124236","GO:0009097","isoleucine biosynthetic process",1,1,0.04,0.04003,"Biological Processes",1
"160","LOC111124639","GO:0006086","acetyl-CoA biosynthetic process from pyruvate",4,2,0.16,0.0091,"Biological Processes",0.5
"161","LOC111124861","GO:0000387","spliceosomal snRNP assembly",29,4,1.16,0.02728,"Biological Processes",0.137931034482759
"162","LOC111124861","GO:0000387","spliceosomal snRNP assembly",29,4,1.16,0.02728,"Biological Processes",0.137931034482759
"163","LOC111124992","GO:0045104","intermediate filament cytoskeleton organization",4,2,0.16,0.0091,"Biological Processes",0.5
"164","LOC111125129","GO:0000819","sister chromatid segregation",59,3,2.36,0.04005,"Biological Processes",0.0508474576271186
"165","LOC111125150","GO:0006509","membrane protein ectodomain proteolysis",54,8,2.16,0.00727,"Biological Processes",0.148148148148148
"166","LOC111125315","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"167","LOC111125548","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"168","LOC111125548","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"169","LOC111126128","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"170","LOC111126209","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"171","LOC111126209","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"172","LOC111126210","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint",1,1,0.04,0.04003,"Biological Processes",1
"173","LOC111126210","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint",1,1,0.04,0.04003,"Biological Processes",1
"174","LOC111126280","GO:0042273","ribosomal large subunit biogenesis",58,14,2.32,2e-06,"Biological Processes",0.241379310344828
"175","LOC111126280","GO:0042274","ribosomal small subunit biogenesis",71,8,2.84,0.02132,"Biological Processes",0.112676056338028
"176","LOC111126281","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"177","LOC111126883","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"178","LOC111126883","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"179","LOC111127562","GO:0019310","inositol catabolic process",1,1,0.04,0.04003,"Biological Processes",1
"180","LOC111127562","GO:0019310","inositol catabolic process",1,1,0.04,0.04003,"Biological Processes",1
"181","LOC111128116","GO:0000470","maturation of LSU-rRNA",23,4,0.92,0.04757,"Biological Processes",0.173913043478261
"182","LOC111128971","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"183","LOC111128971","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"184","LOC111129065","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"185","LOC111129112","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",16,5,0.64,0.00031,"Biological Processes",0.3125
"186","LOC111129410","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"187","LOC111129410","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"188","LOC111129496","GO:0000387","spliceosomal snRNP assembly",29,4,1.16,0.02728,"Biological Processes",0.137931034482759
"189","LOC111129841","GO:0050821","protein stabilization",11,3,0.44,0.00828,"Biological Processes",0.272727272727273
"190","LOC111129950","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"191","LOC111130023","GO:0072344","rescue of stalled ribosome",6,3,0.24,0.00117,"Biological Processes",0.5
"192","LOC111130039","GO:0000027","ribosomal large subunit assembly",19,3,0.76,0.03836,"Biological Processes",0.157894736842105
"193","LOC111130240","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"194","LOC111130300","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"195","LOC111130521","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",7,3,0.28,0.00198,"Biological Processes",0.428571428571429
"196","LOC111130521","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",7,3,0.28,0.00198,"Biological Processes",0.428571428571429
"197","LOC111130572","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"198","LOC111131404","GO:0000481","maturation of 5S rRNA",1,1,0.04,0.04003,"Biological Processes",1
"199","LOC111131549","GO:1900364","negative regulation of mRNA polyadenylation",1,1,0.04,0.04003,"Biological Processes",1
"200","LOC111131668","GO:0042273","ribosomal large subunit biogenesis",58,14,2.32,2e-06,"Biological Processes",0.241379310344828
"201","LOC111132066","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c",8,2,0.32,0.03816,"Biological Processes",0.25
"202","LOC111132147","GO:0032486","Rap protein signal transduction",3,2,0.12,0.00467,"Biological Processes",0.666666666666667
"203","LOC111132147","GO:0032486","Rap protein signal transduction",3,2,0.12,0.00467,"Biological Processes",0.666666666666667
"204","LOC111132147","GO:0071320","cellular response to cAMP",2,2,0.08,0.0016,"Biological Processes",1
"205","LOC111132147","GO:2000301","negative regulation of synaptic vesicle exocytosis",2,2,0.08,0.0016,"Biological Processes",1
"206","LOC111132160","GO:0070370","cellular heat acclimation",1,1,0.04,0.04003,"Biological Processes",1
"207","LOC111132621","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"208","LOC111132621","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"209","LOC111132621","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"210","LOC111132762","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",7,3,0.28,0.00198,"Biological Processes",0.428571428571429
"211","LOC111133277","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"212","LOC111133277","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"213","LOC111133281","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"214","LOC111133281","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"215","LOC111133281","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"216","LOC111133288","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"217","LOC111133288","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"218","LOC111133288","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"219","LOC111133291","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"220","LOC111133291","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"221","LOC111133291","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"222","LOC111133296","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"223","LOC111133296","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"224","LOC111133296","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"225","LOC111133298","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"226","LOC111133298","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"227","LOC111133298","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"228","LOC111133712","GO:0043653","mitochondrial fragmentation involved in apoptotic process",1,1,0.04,0.04003,"Biological Processes",1
"229","LOC111134020","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"230","LOC111134020","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"231","LOC111134021","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
